"year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
2005,44," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.60205999132796,99.6894636984864
2003,42," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.81954393554187,123.908567597957
2009,55," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2006,61," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.41497334797082,82.6796372966372
2006,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39794000867204,81.2832532842527
2005,30," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.65321251377534,104.921506533664
2009,49," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.60205999132796,99.6894636984864
2006,33," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.91381385238372,136.15771083723
2006,31," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.39794000867204,81.2832532842527
2005,35," Never Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.22696059353245,68.5086896572248
2003,55," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2008,36," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2003,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.77085201164214,118.019753340006
2006,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2006,48," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.77815125038364,118.884359339886
2004,47," Married"," Asian"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2003,60," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.81291335664286,123.089699847943
2004,28," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.69897000433602,109.833985642199
2005,28," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.63346845557959,102.870246933215
2005,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.09691001300806,163.515863976238
2009,29," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.76342799356294,117.146816914805
2004,40," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.52504480703685,92.3000614282589
2009,32," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.60530504614111,100.013486924706
2004,33," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.00860017176192,55.0697284222779
2003,40," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2004,42," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2003,36," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.7481880270062,115.375038556391
2004,39," Married"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.30102999566398,73.7757432746946
2009,44," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.59061783348625,267.901086855275
2009,43," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.86332286012046,129.453644576625
2008,44," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.56820172406699,96.3706528322308
2006,29," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2007,49," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2007,47," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2004,46," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.24990244443139,190.547678564741
2006,41," Divorced"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77085201164214,118.019753340006
2008,52," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.38021124171161,79.8549003093467
2003,43," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.28330122870355,72.4793162971252
2004,38," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2003,42," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.31005573775089,74.4446382014083
2005,56," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.77815125038364,118.884359339886
2003,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2005,29," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2009,33," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.59061783348625,267.901086855275
2004,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.65321251377534,104.921506533664
2004,41," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.53147891704226,92.8958447894966
2004,44," Never Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.25527250510331,70.4760196469445
2005,45," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.30102999566398,200.543262324662
2004,58," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.63346845557959,102.870246933215
2005,29," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.63346845557959,102.870246933215
2004,42," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.17609125905568,65.1108537153447
2008,68," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,47," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",4.84509804001426,127.115743812184
2005,30," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.54406804435028,94.0727147457005
2005,39," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.21748394421391,67.8625234113681
2008,42," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.83250891270624,125.525498433836
2006,49," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.10720996964787,165.208773767255
2009,36," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39794000867204,81.2832532842527
2003,44," Married"," Asian"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.72427586960079,112.6488963421
2009,54," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.34242268082221,76.8936025176112
2003,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.31806333496276,75.0431540173515
2003,39," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2008,30," Married"," Asian"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.07918124604763,59.0970640815891
2004,33," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.15533603746506,63.7733911962488
2003,28," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.43136376415899,84.0459576539924
2003,38," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54262627781805,93.9371815810521
2005,30," Married"," Other"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.41497334797082,82.6796372966372
2008,25," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2007,52," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2007,26," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.20411998265593,66.9616443217359
2009,54," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.11394335230684,166.324941233877
2005,62," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.60205999132796,99.6894636984864
2009,57," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",4.95424250943933,141.77517233318
2003,32," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.96378782734556,143.134940811134
2003,60," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",3.55630250076729,35.0334213214995
2004,40," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,49," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.70965997225026,111.014405508798
2006,54," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.88649072517248,132.487821126123
2009,48," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2009,35," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2009,46," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.96772577592089,143.699710133813
2007,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2004,58," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.60688524128857,272.294783220064
2003,30," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.30102999566398,200.543262324662
2008,27," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.4471890512688,85.3865890236244
2008,55," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2004,50," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.1117328566111,61.0524210501246
2006,55," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.77815125038364,118.884359339886
2006,40," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.98227123303957,145.805163374625
2005,32," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.72427586960079,112.6488963421
2006,27," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.67209785793572,106.921814091211
2007,49," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.67209785793572,106.921814091211
2007,50," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.84509804001426,127.115743812184
2006,50," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.47712125471966,87.9810327856054
2008,44," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.9731278535997,144.47808766541
2007,57," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",5.07773117965239,160.409701962289
2008,72," Married"," Black"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," No",4.47712125471966,87.9810327856054
2006,23," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.17609125905568,65.1108537153447
2007,31," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2008,36," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4,54.5981500331442
2009,63," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2006,48," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.40303468374459,81.698421724729
2005,46," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.74036268949424,114.475713290347
2003,55," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.96028522328063,142.634472767972
2007,44," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.07918124604763,160.642475408263
2006,44," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2004,32," Married"," Other"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4,54.5981500331442
2003,60," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2004,42," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.07918124604763,160.642475408263
2009,48," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2008,36," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.47713573096112,87.9823064294987
2009,31," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.6232492903979,101.82435207568
2006,54," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.7160033436348,111.720849360989
2007,29," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.67209785793572,106.921814091211
2003,46," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.83884909073726,126.323880709786
2003,35," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.69897000433602,109.833985642199
2009,50," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.53147891704226,92.8958447894966
2005,25," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4,54.5981500331442
2005,33," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",4.56820172406699,96.3706528322308
2008,34," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2006,51," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.54406804435028,94.0727147457005
2004,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.55630250076729,95.2307125669819
2007,59," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.93449845124357,139.00340805947
2006,62," Separated"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2005,28," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2008,40," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.47712125471966,87.9810327856054
2003,52," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.92941892571429,138.299126920883
2007,29," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.49415459401844,89.4924795180001
2007,34," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.53147891704226,92.8958447894966
2004,25," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4,54.5981500331442
2005,66," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2005,43," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.23044892137827,68.7480877337669
2007,45," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.53147891704226,92.8958447894966
2006,35," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2005,43," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2007,49," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2004,60," Never Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.34439227368511,77.0452008528242
2003,46," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.54406804435028,94.0727147457005
2009,55," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2006,32," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2007,53," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.89209460269048,133.232350826567
2009,57," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.05690485133647,157.10350432345
2007,51," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",5.64100585131578,281.745970551857
2004,59," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.20411998265593,182.020620963512
2006,45," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.77995705124691,119.09923477134
2006,56," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.27230584440209,71.6867436659172
2005,30," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.44715803134222,85.3839403789827
2006,21," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.27875360095283,72.1504556815713
2003,60," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.92941892571429,138.299126920883
2007,60," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2007,48," Divorced"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2003,39," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.47712125471966,87.9810327856054
2009,32," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.7481880270062,115.375038556391
2007,51," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.25527250510331,191.573683548412
2006,47," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.46239799789896,86.6951548289402
2007,44," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.32878720035453,75.8522371953675
2008,46," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.11394335230684,166.324941233877
2004,28," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.04139268515823,56.9055391446732
2003,24," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.60205999132796,99.6894636984864
2006,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.53147891704226,92.8958447894966
2006,31," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2004,72," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.53147891704226,92.8958447894966
2008,50," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.6232492903979,101.82435207568
2007,36," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.97772360528885,145.143601176911
2006,27," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.34242268082221,76.8936025176112
2009,27," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.50514997831991,90.4819133566401
2004,41," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.84509804001426,127.115743812184
2008,20," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.41497334797082,82.6796372966372
2008,49," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2007,25," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.16136800223498,64.1592325660882
2006,41," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.49415459401844,89.4924795180001
2009,53," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.47712125471966,87.9810327856054
2009,45," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.84509804001426,127.115743812184
2003,32," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.20411998265593,66.9616443217359
2005,47," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2003,26," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2009,31," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.89209460269048,133.232350826567
2007,32," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2006,50," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.78887511577542,120.166119635421
2007,46," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.7481880270062,115.375038556391
2006,47," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.72427586960079,112.6488963421
2005,55," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.77815125038364,118.884359339886
2005,49," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2004,25," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.11394335230684,61.1875264339915
2008,60," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.56110138364906,95.6888119067371
2008,62," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.49136169383427,89.2428846644714
2003,63," Separated"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.85125834871908,127.901232979118
2004,31," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2006,29," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2008,51," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2007,28," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.3324384599156,76.1296996370986
2005,36," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.81291335664286,123.089699847943
2007,28," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2004,38," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.63346845557959,102.870246933215
2008,35," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.56820172406699,96.3706528322308
2005,46," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.76342799356294,117.146816914805
2007,37," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.50514997831991,90.4819133566401
2005,41," Divorced"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2006,59," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.30102999566398,73.7757432746946
2006,51," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.68124123737559,107.903923866876
2006,26," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2003,34," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.09691001300806,60.1541246622441
2004,32," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2007,23," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2004,50," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.96378782734556,143.134940811134
2009,25," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.23552844690755,69.0981838087226
2004,43," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.36921585741014,78.9816745162994
2009,36," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2006,50," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4,54.5981500331442
2006,34," Separated"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2005,34," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.65321251377534,104.921506533664
2005,55," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.62618633492728,277.601417511009
2003,39," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.35945602012099,78.214575693165
2004,40," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.41497334797082,82.6796372966372
2005,32," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.76342799356294,117.146816914805
2006,63," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.77815125038364,118.884359339886
2004,38," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.69897000433602,109.833985642199
2008,67," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.07918124604763,59.0970640815891
2005,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.75587485567249,116.265324062503
2003,31," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.11394335230684,61.1875264339915
2006,41," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2003,47," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.36172783601759,78.3924668009837
2009,61," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.80617997398389,122.263673892802
2005,61," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2008,21," Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4,54.5981500331442
2004,22," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.19033169817029,66.0446942318056
2003,53," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.84385542262316,126.957885677185
2004,47," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.39794000867204,81.2832532842527
2005,36," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85125834871908,127.901232979118
